feature,value
1007_s_at,0.0003761061879769
1053_at,0.0002784055312455
117_at,0.0086650709281711
121_at,0.0004255481555554
1255_g_at,0.0007101636263292
1294_at,0.0003256542204757
1316_at,0.0011185780284329
1320_at,0.0004422829517884
1405_i_at,0.0052897340986089
1431_at,0.0004534913216144
1438_at,0.000872510616484
1487_at,0.0003740547198002
1494_f_at,0.0011308832844128
1552256_a_at,0.0002979016372928
1552257_a_at,0.0002855756575644
1552258_at,0.0003275570452408
1552261_at,0.0011525879534831
1552263_at,0.0007741120601519
1552264_a_at,0.0001783534704694
1552266_at,0.0008285677648479
1552269_at,0.0002235422344368
1552271_at,0.0007340130461214
1552272_a_at,0.0010159513312593
1552274_at,0.0002052131611489
1552275_s_at,0.0002410557486782
1552276_a_at,0.0011755982209926
1552277_a_at,0.0005865450664649
1552278_a_at,0.0011065611363916
1552279_a_at,0.0005108428214331
1552280_at,0.0003860460214764
1552281_at,0.0010765136386041
1552283_s_at,0.0002988972471046
1552286_at,0.0004639633689796
1552287_s_at,0.0025075748381212
1552288_at,0.0005459696198646
1552289_a_at,0.0009644228402312
1552291_at,0.00104674871266
1552293_at,0.0002679637942612
1552295_a_at,0.0007551942376856
1552296_at,0.0006941328064995
1552299_at,0.0003705329139921
1552301_a_at,0.0007104673547861
1552302_at,0.0005207054397223
1552303_a_at,0.0002180893077686
1552304_at,0.0001933776395134
1552306_at,0.0001925000367429
1552307_a_at,0.0003117514563197
1552309_a_at,0.0004030624050684
1552310_at,0.0009254387601096
1552311_a_at,0.0009342859156782
1552312_a_at,0.0006587596721244
1552314_a_at,0.0003391844590932
1552315_at,0.0002906601693717
1552316_a_at,0.0012468530594912
1552318_at,0.0019687959655703
1552319_a_at,0.0005892812094022
1552320_a_at,0.0009833366772822
1552321_a_at,0.000735706822233
1552322_at,0.0001977084780128
1552323_s_at,0.0011610773076775
1552325_at,0.0003247245213399
1552326_a_at,0.0004299356291303
1552327_at,0.0007557253984907
1552329_at,0.0005053873758769
1552330_at,0.0002790568887365
1552332_at,0.0007422094317071
1552334_at,0.000351771890146
1552335_at,0.0002700797198203
1552337_s_at,0.0005941438628919
1552338_at,0.0008490669029655
1552340_at,0.0004164686577115
1552343_s_at,0.0002522433539416
1552344_s_at,0.0009749648425784
1552347_at,0.0004911670309799
1552348_at,0.0005339916668239
1552349_a_at,0.0006232228532908
1552354_at,0.0006052771659261
1552355_s_at,0.0009934436187977
1552359_at,0.0005767861535855
1552360_a_at,0.0006190466436129
1552362_a_at,0.0046125614364586
1552364_s_at,0.000278156855327
1552365_at,0.0015288820652282
1552367_a_at,0.0003084495322319
1552368_at,0.0005702047524383
1552370_at,0.000667039714385
1552372_at,0.0001984920583725
1552373_s_at,0.0003758464268633
1552375_at,0.0005337188375624
1552377_s_at,0.0013775067311196
1552378_s_at,0.0006544358448452
1552379_at,0.0004321104368244
1552381_at,0.0007500719645208
1552383_at,0.0007462443254686
1552384_a_at,0.001102927126211
1552386_at,0.0002815712570085
1552388_at,0.0004256318012296
1552389_at,0.0002525457727293
1552390_a_at,0.0024406302025974
1552391_at,0.0011203906198061
1552393_at,0.0007545234207462
1552394_a_at,0.0002666567903145
1552395_at,0.0011984542490773
1552396_at,0.0005461149648653
1552398_a_at,0.0002632421981128
1552399_a_at,0.0005621423669753
1552400_a_at,0.0008640421763893
1552401_a_at,0.0004021499922339
1552402_at,0.0037989751407563
1552405_at,0.0010287788929056
1552408_at,0.0045931443226096
1552409_a_at,0.0003359690627981
1552410_at,0.0001805829778672
1552411_at,0.0003398807048171
1552412_a_at,0.0004613357526657
1552414_at,0.0003467321128067
1552415_a_at,0.0001791925321079
1552417_a_at,0.0003747413720557
1552418_at,0.0003293305095653
1552419_s_at,0.0008993146301119
1552421_a_at,0.0006530715316916
1552422_at,0.0003720094922527
1552423_at,0.0002544457073062
1552424_at,0.0004491537817609
1552425_a_at,0.0003838622272413
1552426_a_at,0.0007846246012007
1552427_at,0.0015616168610156
1552430_at,0.0020621995120103
1552432_at,0.0004804684388577
1552436_a_at,0.0005000093446574
1552438_a_at,0.0002274645005239
1552439_s_at,0.0005800621269626
1552440_at,0.0005708442757673
1552445_a_at,0.0005308575263778
1552448_a_at,0.0008550912359899
1552449_a_at,0.000759818729713
1552450_a_at,0.0005895232870075
1552452_at,0.0013374149195171
1552453_a_at,0.0003548736669379
1552455_at,0.0001948497195281
1552456_a_at,0.0004113222970535
1552457_a_at,0.0003601594820042
1552458_at,0.0010883303656874
1552459_a_at,0.0008671493787809
1552461_at,0.0002493042410683
1552463_at,0.0006663828379785
1552466_x_at,0.0002272549319886
1552467_at,0.0005716394568638
1552468_a_at,0.0002650846470869
1552470_a_at,0.0006839638368129
1552472_a_at,0.0004221101735222
1552473_at,0.0017484097522679
1552474_a_at,0.0006719160305006
1552476_s_at,0.0009568361274374
