,PC 1 (0.22461583297365872),PC 2 (0.10320058398591735),type
GSM645864_090207_251239137669_FW06-200,-66.80258751384038,-34.59660839197191,breast_cancer_mixed
GSM645867_090207_251239137685_FW06-214,-93.42909350654382,138.80584751237512,breast_cancer_mixed
GSM645871_090307_251239138640_FW06-135,-38.069076145517485,-38.60456699505404,breast_cancer_mixed
GSM645872_090307_251239138641_FW06-239,-41.282957191698,-13.316099251264639,breast_cancer_mixed
GSM645875_091205_251239122537_FW06-69,70.99021431451513,-4.603185112908455,breast_cancer_mixed
GSM645876_091205_251239122538_FW06-72,99.87318384739953,-17.86999826396639,breast_cancer_mixed
GSM645877_091205_251239122539_FW06-59,94.56860585716204,-33.473191669402105,breast_cancer_mixed
GSM645878_091205_251239122682_FW06-89,98.27308982716372,2.987314976962207,breast_cancer_mixed
GSM645879_091205_251239122683_FW06-38,98.05989396905694,-27.831175005247204,breast_cancer_mixed
GSM645882_101106_251239137553_FW06-106,-75.92246798377282,-17.07695439996648,breast_cancer_mixed
GSM645888_120207_251239137665_FW06-229,-76.42807492943001,23.167502955051955,breast_cancer_mixed
GSM645890_120207_251239137675_FW06-51rep2,-66.79064445887809,5.894448266099389,breast_cancer_mixed
GSM645891_120207_251239137682_FW06-219,-57.49686524819366,-18.586126365144423,breast_cancer_mixed
GSM645896_131106_251239137626_FW06-117,-72.8131831963511,-21.873583329310435,breast_cancer_mixed
GSM645902_131106_251239137654_FW06-112,-76.40274725214789,-7.402143408961292,breast_cancer_mixed
GSM645908_141106_251239137561_FW06-164,-81.69923511225332,-20.427383068242207,breast_cancer_mixed
GSM645911_141106_251239137564_FW06-238,-82.73486712527563,-16.170497882478216,breast_cancer_mixed
GSM645913_141106_251239137634_FW06-129,-51.71435051788949,-48.410579303648056,breast_cancer_mixed
GSM645919_151106_251239137641_FW06-162,-63.42858365126448,-48.6996908122691,breast_cancer_mixed
GSM645921_151106_251239137643_FW06-208,-83.85929290379399,-16.64728092539331,breast_cancer_mixed
GSM645922_161106_251239137524_FW06-167,-74.59338372281067,-28.840393282631045,breast_cancer_mixed
GSM645928_161106_251239137770_FW06-136,-100.81716734783305,5.909477280961977,breast_cancer_mixed
GSM645935_201106_251239137773_FW06-204,-95.97539724160374,-30.20112421996017,breast_cancer_mixed
GSM645939_221105_251239125742_FW06-13,142.4966758046444,60.8649357545025,breast_cancer_mixed
GSM645940_221105_251239125743_FW06-53,122.19155070565915,34.35267253599933,breast_cancer_mixed
GSM645943_221105_251239126167_FW06-76,107.91532898457865,32.45693177582867,breast_cancer_mixed
GSM645946_231105_251239125747_FW06-29,126.59975653070572,-42.78171905147195,breast_cancer_mixed
GSM645948_231105_251239126168_FW06-3,116.31649816731642,49.37179435168771,breast_cancer_mixed
GSM645949_231105_251239126169_FW06-33,116.36744319734147,8.542637581865304,breast_cancer_mixed
GSM645950_231105_251239126170_FW06-21,109.02870041075985,18.566436672795803,breast_cancer_mixed
GSM645951_241105_251239125674_FW06-49,56.60852978162244,34.122103444385736,breast_cancer_mixed
GSM645954_241105_251239125679_FW06-30,62.177625511803114,47.487472446203334,breast_cancer_mixed
GSM645956_241105_251239125749_FW06-87,114.2909191062018,-22.886159386359118,breast_cancer_mixed
GSM645960_251105_251239125649_FW06-78,112.35588575373598,-9.690392770581523,breast_cancer_mixed
GSM645963_251105_251239125897_FW06-36,81.96324183344389,-13.595997550799217,breast_cancer_mixed
GSM645964_251105_251239126163_FW06-39,80.68662965313584,1.4058791417248147,breast_cancer_mixed
GSM645967_291105_251239125611_FW06-74,80.76726705786515,-7.176096789084652,breast_cancer_mixed
GSM645968_291105_251239125630_FW06-48,87.59268876922226,35.1027748648622,breast_cancer_mixed
GSM645969_291105_251239125631_FW06-65,97.79792793911315,28.34228540038395,breast_cancer_mixed
GSM645973_301105_251239122569_FW06-86,97.08005828652114,-18.692556024527505,breast_cancer_mixed
GSM645974_301105_251239122570_FW06-96,98.53961116228909,-10.583640952335024,breast_cancer_mixed
GSM645977_301105_251239122680_FW06-88,90.8726001075059,-2.4364933672504425,breast_cancer_mixed
GSM645865_090207_251239137671_FW06-210,-110.73590331054436,34.34447808066347,breast_cancer_dcis
GSM645869_090207_251239137687_FW06-123,-88.40314980830675,177.80473694103944,breast_cancer_dcis
GSM645873_090307_251239138642_FW06-250,-44.38722037468234,-11.944805329532649,breast_cancer_dcis
GSM645880_091205_251239122684_FW06-42,75.67016179225695,-22.708619468534618,breast_cancer_dcis
GSM645881_101106_251239137552_FW06-104,-75.45578960301866,-17.487311871417486,breast_cancer_dcis
GSM645884_101106_251239137650_FW06-183,-59.323607032024654,-34.124656022431964,breast_cancer_dcis
GSM645886_101106_251239137652_FW06-228,-101.61445166155706,11.1877949525413,breast_cancer_dcis
GSM645893_120207_251239137688_FW06-115,-54.751707943640156,-26.677846295681725,breast_cancer_dcis
GSM645895_131106_251239137625_FW06-116,-45.897590544389715,-28.071701966826538,breast_cancer_dcis
