,wt-SNE 1,wt-SNE 2,type
79,3.2798563188815586,2.2705284151518264,oral_cavity_cancer
80,-4.27317078618764,0.9544967703647063,oral_cavity_cancer
81,-0.6153177911469792,-0.96039544617241,oral_cavity_cancer
82,1.9855407578264457,-2.3687654985004833,oral_cavity_cancer
83,2.364907912862785,0.710021016101513,oral_cavity_cancer
84,1.009898608252209,-0.6268246692340129,oral_cavity_cancer
85,2.5597824137391347,-0.6854834531154662,oral_cavity_cancer
86,3.4950139860421703,0.8743424487581113,oral_cavity_cancer
87,3.659932698878707,-0.5536576695279097,oral_cavity_cancer
88,4.638258190183157,-0.6675098449660971,oral_cavity_cancer
89,1.60658904103746,2.667329773990983,oral_cavity_cancer
90,3.7854446971709557,1.2657366230053315,oral_cavity_cancer
91,2.187541825166656,0.9945465904030953,oral_cavity_cancer
92,3.3164177553917153,1.878438559937193,oral_cavity_cancer
93,3.964800005800627,-1.9624160942129516,oral_cavity_cancer
94,4.432146680202636,-1.2277611191166318,oral_cavity_cancer
95,3.1701566361309332,-0.07881505423055542,oral_cavity_cancer
96,2.958587846185513,2.7583722139801,oral_cavity_cancer
97,2.277153646983042,1.8558813012663062,oral_cavity_cancer
98,4.401888150601898,-0.6315304000903919,oral_cavity_cancer
99,-3.611198314965469,1.9085460843379176,oral_cavity_cancer
100,5.4605897059616,-0.08526155795053203,oral_cavity_cancer
101,3.158368347309447,-0.2169767126603377,oral_cavity_cancer
102,4.011595420426436,-1.2426877999565284,oral_cavity_cancer
103,-2.388850495700568,1.3487971219298596,oral_cavity_cancer
104,-3.455958412497311,2.0851843712157097,oral_cavity_cancer
105,4.816438714772803,-1.6667860325511075,oral_cavity_cancer
107,4.526330078026092,1.7610738088536642,oral_cavity_cancer
109,0.5878288431161778,1.4910877956279847,oral_cavity_cancer
111,4.574215518298954,1.6434699549074976,oral_cavity_cancer
114,-4.034164772321075,0.10503679677937527,oral_cavity_cancer
116,5.26565774465947,0.38349320055076763,oral_cavity_cancer
117,-0.6577258500150317,2.3130523113547623,oral_cavity_cancer
119,-2.8063443754591124,2.06558959914448,oral_cavity_cancer
120,4.663317379073152,0.7806226207494648,oral_cavity_cancer
121,-1.5475891048895114,-2.018454084422966,oral_cavity_cancer
122,5.172813343291397,-1.1595749176052825,oral_cavity_cancer
124,-0.572054790956389,2.3828016532620184,oral_cavity_cancer
125,4.497156678639062,-1.7295933221627946,oral_cavity_cancer
128,4.34816945591549,2.8684878563641463,oral_cavity_cancer
129,-0.7596752067652683,2.2386223873497073,oral_cavity_cancer
