,wt-SNE 1,wt-SNE 2,type
PT19,4.7378979264542656,9.181713170075422,HCC
PT62,-1.84040323857418,4.964114759300625,HCC
PT21,-3.8116619281696886,3.355533474299718,HCC
PT63,-2.633220411691354,4.228713478925968,HCC
PT46,-0.5306783116109708,5.664111743823409,HCC
PT60,-2.894856716174757,5.798320015111467,HCC
PT8,0.502911612848218,-10.47646383533852,HCC
PT66,0.20278749818103908,2.769377196379833,HCC
PT17,0.5002348776087584,6.448816808352293,HCC
PT58,-3.528244637302043,7.363158439527082,HCC
PT61,0.23519490904070764,2.8614619002630253,HCC
PT24,4.745699531005299,9.1613441695573,HCC
PT25,-4.398948872467633,1.7961184792542422,HCC
PT54,-1.9077101550607967,0.19074661033562493,HCC
PT83,-1.252018970879776,6.648733657873825,HCC
PT88,7.215549505740702,11.493557860458276,HCC
PT85,-2.844006727942328,0.0023375603629313727,HCC
PT18,12.364491165678706,-6.539097493753271,HCC
PT73,0.08964574094979333,6.387754145138148,HCC
PT40,-3.64471035553954,-3.927837888297839,HCC
PT104,-3.2723787568690987,1.6287191905346492,HCC
PT53,0.4941327783225704,-10.497583482266602,HCC
PT78,-1.8262483818818354,-0.20257841432183454,HCC
PT16,-10.6877402331566,2.0269781030018765,HCC
PT97,3.601230024763671,6.722783336774431,HCC
PT41,11.31340735467412,0.15771425569293435,HCC
PT57,0.20184406922381398,0.4822421287846945,HCC
PT99,-2.0378549567529674,-5.868188641941672,HCC
PT101,5.290970447395405,5.872298199691405,HCC
PT76,3.9821227995585584,-7.8086198499230095,HCC
PT98,8.32872170555877,1.2313976083900666,HCC
PT6,7.859746696547499,2.060499935336346,HCC
PT29,1.448815841620094,8.291148416531708,HCC
PT26,9.528509996626857,2.977290248119496,HCC
PT3,7.438652188729894,1.1056718226173263,HCC
PT34,9.279881214748293,-0.39089923899416157,HCC
PT72,1.7852602437165732,5.285182190596505,HCC
PT31,10.179612970199798,-0.9891400128238632,HCC
PT22,9.778776901785681,-4.370148696430598,HCC
PT32,11.433301832136243,-2.340475659218839,HCC
PT102,-2.984499830879038,-1.6575726778023183,HCC
PT103,8.8116864170267,-0.2618129028107479,HCC
PT100,-4.552311364520603,-2.0688613619806424,HCC
PT5,9.871475860711268,0.979482348205419,HCC
PT4,-1.2826773704967902,9.162771271005795,HCC
PT7,9.685084894326366,8.418484266491514,HCC
PT11,9.684803900003422,8.48946266918879,HCC
PT23,10.649314213180531,7.112287528299471,HCC
PT36,7.7918089176218155,4.745477320719221,HCC
PT47,-7.361467070410324,-1.0260954104706175,HCC
PT70,-8.52503240272827,-2.1919619196184663,HCC
PT84,11.91713361198429,4.854813275633157,HCC
PT14,8.533294010310094,6.097573161275979,HCC
PT37,9.409544996245128,5.657080966099468,HCC
PT82,8.977665055177722,7.630793027775302,HCC
PT51,-12.413940917176957,-4.6829126810719695,HCC
PT115,4.8297799292656585,4.517435783207223,HCC
PT109,7.7157840795015495,-0.6285152443254817,HCC
PT107,4.012577975702687,3.408431566900125,HCC
PT110,3.8628782284174106,3.3867237388510603,HCC
PT30,5.457536073572074,3.3339988073105418,HCC
PT33,4.745626534242903,2.2374777245015656,HCC
PT96,7.032620650211456,-4.966740478149814,HCC
PT79,7.233591965930894,11.481133741497116,HCC
PT94,2.0867184728585224,0.8020153842643523,HCC
PT95,5.9140095304810805,2.6779677312553978,HCC
PT93,4.845284845535072,-7.0758971307632335,HCC
PT114,8.704665599943588,-6.135179008852459,HCC
PT35,1.8481722514193843,6.562165200795148,HCC
PT44,7.3231566844276195,4.315845910973206,HCC
PT2,7.856093466010627,-9.20787318003987,HCC
PT1,12.3477042605481,4.125767565454006,HCC
PT43,12.452566658215034,3.923672051783722,HCC
PT48,-3.686196774272584,7.625088807265947,HCC
PT80,4.903990954983471,-6.602611818969759,HCC
PT81,6.753281809032436,-7.969929268390339,HCC
PT86,1.89419882014512,-3.061829154396016,HCC
PT87,9.599895157353338,-7.996953419668807,HCC
PT89,5.68140156280783,-0.4476760949688164,HCC
PT90,2.815179923948931,-3.731446851158646,HCC
PT105,4.800216453510338,-2.273824663246079,HCC
PT106,2.8910799712491437,-1.0980459326417649,HCC
PT113,4.260430484298741,-3.597579925444037,HCC
PT112,1.5991994089414634,7.436534004304736,HCC
PT111,3.7890656952571273,0.21196706025190024,HCC
PT108,3.9356224267140982,-0.8688964938960215,HCC
PT9,1.4405708274126368,-0.648872701585441,HCC
PT10,5.751072548452337,-0.48528718720757597,HCC
PT12,2.7936706906608526,-6.082540514913105,HCC
PT13,2.456424517599207,-2.091323010076416,HCC
PT15,3.671308201053125,-1.907369447389477,HCC
PT20,9.099741125791983,-7.5600852449543225,HCC
PT91,9.614318782219728,-4.403991691972598,HCC
PT27,3.4268458065380805,-4.90449355380416,HCC
PT28,6.442172608474196,-1.4667205314306302,HCC
PT38,-0.4505253800968925,-2.1091594063078283,HCC
PT39,2.357981932366024,11.457007765330186,HCC
PT42,3.0474110737944855,-4.335885194181686,HCC
PT92,8.629838772749363,-2.2519076505783264,HCC
PT45,6.907943500309946,-2.787319162693605,HCC
PT49,2.8390533082400324,3.0470388934245483,HCC
PT50,1.671353897549402,-4.905849592826481,HCC
PT52,-0.13578765708979446,-4.189178856835218,HCC
PT55,0.4897164025519419,-3.600882169252036,HCC
PT56,5.71866095440027,-4.427527340815765,HCC
PT59,6.833833717223611,-7.965626151435485,HCC
PT64,4.4112270618134195,-4.850452047350925,HCC
PT65,12.304120076817387,-6.5597666619962,HCC
PT67,5.527950761010487,0.6166877800109593,HCC
PT68,5.610327805180244,-4.412386809988405,HCC
PT69,-0.6278440298572385,-2.370744625710278,HCC
PT71,3.420970438537563,-2.676838824194769,HCC
PT74,2.048149133607998,5.324251413268409,HCC
PT75,5.1522744862050365,-9.13043170564344,HCC
PT77,1.02695171865561,-2.403012549709918,HCC
ANTT19,-6.539872427108821,3.2593398415735657,normal
ANTT62,-6.938720072934687,4.552424643315071,normal
ANTT21,-5.222730810365347,3.4641913241940907,normal
ANTT63,-5.414011838340126,3.813337893699377,normal
ANTT46,-6.889979823340911,2.5215598888976185,normal
ANTT60,-7.364170773640805,3.5976306879796076,normal
ANTT8,-5.93337876275699,1.2854861267274587,normal
ANTT66,-10.698765680503422,4.165682899419474,normal
ANTT17,-7.900307265639859,2.1986743987820794,normal
ANTT58,-9.432107495594613,4.909112195018879,normal
ANTT61,-9.670416794366888,3.555452892800578,normal
ANTT24,-8.540591548611554,3.466227422059155,normal
ANTT54,-5.10971842629579,1.1670335395264206,normal
