,PC 1 (0.1319586846266187),PC 2 (0.11437420268158062),type
834,-0.02124506232918218,-0.04046266168521451,ependymoma
835,-0.05683925122565974,-0.002848127477797073,ependymoma
836,-0.02984132366286661,-0.039038106031313094,ependymoma
837,-0.03727607602572783,0.05456818694553766,ependymoma
838,-0.03210550483474891,-0.022618480374064484,ependymoma
839,-0.03742782710021503,-0.03160716287647525,ependymoma
840,-0.04348886825873847,-0.059931827961562906,ependymoma
841,-0.03888484419767933,-0.03607769502644383,ependymoma
842,-0.02433755442069323,-0.05127306172242996,ependymoma
843,-0.026344718130469947,-0.055140886146693685,ependymoma
844,-0.059377107632486194,0.011085598204521326,ependymoma
845,-0.03908597770793911,-0.02383856097743239,ependymoma
846,-0.035374165025505215,-0.030427418194535417,ependymoma
847,-0.034863042414997825,0.048082290367244325,ependymoma
848,-0.061674829734219186,-0.01905703022655761,ependymoma
849,-0.03679214866293231,0.01747233957385291,ependymoma
850,-0.040428748046342604,-0.05680566160905298,ependymoma
851,-0.03407055594673147,-0.043983977808018035,ependymoma
852,-0.05742848042712161,0.020413534626439356,ependymoma
853,-0.04987470291639203,-0.023302705773460115,ependymoma
854,-0.03271506200789725,-0.03964460372221865,ependymoma
855,-0.04157981397738947,0.008340903837701346,ependymoma
856,-0.05333066275580737,0.007324142239110896,ependymoma
857,-0.051974125385978696,0.013813876992378276,ependymoma
858,-0.03488083730565892,-0.047314345650088546,ependymoma
859,-0.04343181767395636,-0.05015204098811427,ependymoma
860,-0.02276253152212925,-0.023673010906858544,ependymoma
861,-0.03480351360960707,-0.03518790178447158,ependymoma
862,-0.03849972341173167,-0.022684560125908075,ependymoma
863,-0.038952943813153555,0.050587290715606324,ependymoma
864,-0.0629862056224287,0.027787902888764524,ependymoma
865,-0.04047452181599157,-0.030642795007788756,ependymoma
866,-0.009491840997329184,-0.056229117066501584,ependymoma
867,-0.03188023185913313,0.016465849465282723,ependymoma
868,-0.04271030439434437,-0.020642055276856117,ependymoma
869,-0.06110906234106563,0.029571593496006906,ependymoma
870,-0.053950057260663924,0.056279860560657945,ependymoma
871,-0.0630066604252917,0.0392498472448156,ependymoma
872,-0.03845528095312566,0.024578700155590872,ependymoma
873,-0.05246894843048127,0.010946201442509079,ependymoma
874,-0.04697288535445392,0.046641045081609885,ependymoma
875,-0.015621361902487883,0.004128425817189073,ependymoma
876,-0.020463449411055813,0.005101707439567926,ependymoma
877,-0.046303629558324025,0.02737535917441168,ependymoma
878,-0.019399848834177412,0.023758400189619958,ependymoma
879,-0.021121233642907477,0.0034638741404320913,ependymoma
880,-0.0277947727939765,-0.04345835385678101,glioblastoma
881,-0.012607404990012304,-0.02182363275434003,glioblastoma
