,wt-SNE 1,wt-SNE 2,type
GSM705467.CEL.gz,6.1873587195280075,4.243688356211666,B-CELL_ALL
GSM705468.CEL.gz,2.8679511440052416,6.810714957683651,B-CELL_ALL
GSM705469.CEL.gz,3.7576323118946195,5.030374368203123,B-CELL_ALL
GSM705470.CEL.gz,1.5096712091585915,8.010988086566336,B-CELL_ALL
GSM705471.CEL.gz,5.340175344717764,13.441503298695672,B-CELL_ALL
GSM705472.CEL.gz,0.8155916262379995,7.927174196900255,B-CELL_ALL
GSM705473.CEL.gz,4.12211865714387,3.7220755689803493,B-CELL_ALL
GSM705475.CEL.gz,-3.1291115630095003,5.633483894876628,B-CELL_ALL
GSM705476.CEL.gz,2.0216366810071293,4.412534394268548,B-CELL_ALL
GSM705482.CEL.gz,6.681859427500021,6.365266285014488,B-CELL_ALL
GSM705483.CEL.gz,0.9202511175791156,9.03632040591686,B-CELL_ALL
GSM705484.CEL.gz,1.588182085758044,8.304369884382078,B-CELL_ALL
GSM705485.CEL.gz,6.254013581190169,13.125188210855805,B-CELL_ALL
GSM705486.CEL.gz,7.693165807051093,5.080683903840413,B-CELL_ALL
GSM705487.CEL.gz,7.7238877262978365,5.905357151169607,B-CELL_ALL
GSM705488.CEL.gz,0.14228724453872751,7.744459574400743,B-CELL_ALL
GSM705648.CEL.gz,4.540143573440814,11.520384808701252,B-CELL_ALL
GSM705649.CEL.gz,4.29285614548395,5.577911881214654,B-CELL_ALL
GSM705650.CEL.gz,4.0379742718772205,2.8145157397808527,B-CELL_ALL
GSM705651.CEL.gz,10.07757263955871,3.6799146844189323,B-CELL_ALL
GSM705652.CEL.gz,7.128302180045939,1.3417576689265416,B-CELL_ALL
GSM705653.CEL.gz,11.93249865506648,0.4498496752962555,B-CELL_ALL
GSM705654.CEL.gz,8.709001797487405,11.073205254070652,B-CELL_ALL
GSM705655.CEL.gz,5.561307145510142,2.7647605937884028,B-CELL_ALL
GSM705657.CEL.gz,-7.637227466270707,-6.639553221631821,B-CELL_ALL
GSM705658.CEL.gz,4.547734046951645,13.49656754338363,B-CELL_ALL
GSM705659.CEL.gz,4.127320459983956,5.882112951706541,B-CELL_ALL
GSM705660.CEL.gz,2.6186837566723247,6.9083609269444235,B-CELL_ALL
GSM705661.CEL.gz,4.8900301337683665,6.081348998564522,B-CELL_ALL
